DBUID,db_name,area_sq_km,pop_total,pop_male,pop_female,pop_density_km2,density_tier,age_median,age_0_14,age_15_64,age_65_plus,pct_0_14,pct_65_plus,dependency_ratio,private_dwellings,occupied_dwellings,occupancy_rate,avg_household_size,apt_5plus,median_household_income,pct_low_income_lico,median_after_tax_income,avg_total_income
35202551004,35202551004,0.0299,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43200,14.4,35,39200
35202566003,35202566003,0.0721,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113000,7,5,97000
35190623003,35190623003,0.0209,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98000,5.2,0,88000
35190623004,35190623004,0.164,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98000,5.2,0,88000
35360490016,35360490016,2.7442,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82000,3.6,0,73000
35360492001,35360492001,2.5497,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91000,NA,0,82000
35202573001,35202573001,0.033,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137000,8,5,115000
35190624002,35190624002,0.0304,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97000,10,10,87000
35190625007,35190625007,0.0146,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,8,10,79000
35190625009,35190625009,0.0014,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,8,10,79000
35190626001,35190626001,0.0124,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,8.8,15,79000
35420309005,35420309005,0.0076,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78000,1.2,20,70000
35190626003,35190626003,0.0392,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,8.8,15,79000
35190626004,35190626004,0.0304,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,8.8,15,79000
35202377002,35202377002,0.0234,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156000,5.2,0,127000
35190629002,35190629002,0.067,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93000,6.8,5,84000
35190630015,35190630015,0.0209,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94000,8.2,45,85000
35190636028,35190636028,0.0127,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64000,15.6,220,57200
35190636029,35190636029,0.0026,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64000,15.6,220,57200
35310135018,35310135018,4.2313,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93000,1,15,83000
35310135019,35310135019,0.0887,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93000,1,15,83000
35190636032,35190636032,0.4536,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64000,15.6,220,57200
35190636035,35190636035,0.0029,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64000,15.6,220,57200
35340209004,35340209004,0.0207,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77500,1.6,5,68000
35340209006,35340209006,0.0214,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77500,1.6,5,68000
35340209018,35340209018,0.0091,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77500,1.6,5,68000
35340209023,35340209023,0.0171,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77500,1.6,5,68000
35340207046,35340207046,0.0839,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95000,4.4,5,83000
35340207047,35340207047,2.4727,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95000,4.4,5,83000
35140133002,35140133002,0.5651,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82000,5.2,10,71500
35140133011,35140133011,2.1963,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82000,5.2,10,71500
35140133018,35140133018,0.006,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82000,5.2,10,71500
35140133022,35140133022,0.0208,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82000,5.2,10,71500
35140133020,35140133020,0.0655,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82000,5.2,10,71500
35340199004,35340199004,2.7925,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112000,1.8,5,99000
35340200001,35340200001,0.4855,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94000,1.6,0,82000
35340200015,35340200015,3.2982,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94000,1.6,0,82000
35340206009,35340206009,0.0158,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,2.4,5,78500
35340201005,35340201005,0.0164,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98000,0.8,10,85000
35340202006,35340202006,0.0153,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78000,2,10,69000
35340202007,35340202007,0.0128,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78000,2,10,69000
35340205001,35340205001,0.2587,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98000,2.4,0,84000
35340209024,35340209024,0.0104,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77500,1.6,5,68000
35340210004,35340210004,0.0174,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97000,2,5,85000
35390563002,35390563002,0.0218,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68500,5.2,5,60000
35340207026,35340207026,4.7984,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95000,4.4,5,83000
35340207027,35340207027,5.1746,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95000,4.4,5,83000
35390563003,35390563003,0.0221,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68500,5.2,5,60000
35211487009,35211487009,0.1081,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226000,4.6,0,172000
35310218006,35310218006,4.3368,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,4.2,5,81000
35310139011,35310139011,0.016,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61600,6.2,10,55200
35211466001,35211466001,0.0994,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81000,8.2,10,72000
35211471003,35211471003,0.0199,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141000,3.4,5,119000
35211472002,35211472002,0.0479,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49600,5.2,10,46800
35211472003,35211472003,0.032,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49600,5.2,10,46800
35020186001,35020186001,0.0371,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47600,3.2,35,44000
35020186006,35020186006,0.0215,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47600,3.2,35,44000
35211472005,35211472005,0.0348,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49600,5.2,10,46800
35020188001,35020188001,0.0205,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73000,1.2,10,65500
35020188002,35020188002,0.0332,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73000,1.2,10,65500
35020189001,35020189001,0.0247,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36800,6.8,35,34400
35020189002,35020189002,0.0319,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36800,6.8,35,34400
35020189004,35020189004,0.0201,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36800,6.8,35,34400
35020190004,35020190004,0.0352,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,6.8,25,39200
35020190005,35020190005,0.0281,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,6.8,25,39200
35020190006,35020190006,0.0276,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,6.8,25,39200
35190016001,35190016001,0.0195,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35190016005,35190016005,0.0313,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35020192007,35020192007,0.2919,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56800,5.2,15,52800
35190017002,35190017002,0.0403,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93000,4.5,0,80000
35020192013,35020192013,0.5325,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56800,5.2,15,52800
35390625006,35390625006,0.017,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74500,8.4,5,68500
35190017003,35190017003,0.0139,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93000,4.5,0,80000
35560223006,35560223006,0.0214,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88000,2.4,5,76000
35190017005,35190017005,0.0159,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93000,4.5,0,80000
35020194003,35020194003,0.0125,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76500,NA,10,70000
35190018007,35190018007,0.037,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95000,2.7,30,85000
35190018008,35190018008,0.0293,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95000,2.7,30,85000
35020194007,35020194007,0.0383,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76500,NA,10,70000
35190018009,35190018009,0.0289,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95000,2.7,30,85000
35560224001,35560224001,0.0139,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93000,NA,5,78000
35202678003,35202678003,0.0204,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208000,3.2,0,162000
35211473004,35211473004,0.0137,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,2.8,5,97000
35390634006,35390634006,0.0589,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71000,8.8,5,64500
35310218025,35310218025,5.5917,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,4.2,5,81000
35390635003,35390635003,0.0294,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114000,4,0,98000
35211475001,35211475001,0.0127,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63200,11.2,10,55600
35020173002,35020173002,5.0104,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83000,1,5,75500
35211475009,35211475009,0.0125,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63200,11.2,10,55600
35390635006,35390635006,0.0295,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114000,4,0,98000
35560224003,35560224003,0.0225,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93000,NA,5,78000
35430746011,35430746011,0.0186,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94000,6,10,84000
35211482001,35211482001,0.0204,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121000,7.2,5,103000
35020174005,35020174005,4.4142,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,3.4,5,77500
35310138033,35310138033,0.0183,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81000,1.4,5,71500
35020174006,35020174006,5.0033,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,3.4,5,77500
35020174012,35020174012,0.297,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,3.4,5,77500
35020174014,35020174014,0.9321,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,3.4,5,77500
35211485002,35211485002,0.041,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162000,3.2,0,136000
35020175003,35020175003,6.2049,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,2.4,5,78000
35020175004,35020175004,6.3865,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,2.4,5,78000
35020175006,35020175006,2.5877,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,2.4,5,78000
35020175022,35020175022,0.0203,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,2.4,5,78000
35211487004,35211487004,0.0631,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226000,4.6,0,172000
35020178009,35020178009,0.0145,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58400,2.8,15,54800
35020179001,35020179001,0.012,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68500,4,10,59600
35190019023,35190019023,0.0073,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,NA,10,78500
35190019024,35190019024,0.0052,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,NA,10,78500
35140136003,35140136003,0.2771,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35140141017,35140141017,3.2545,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113000,1.6,0,95000
35190026006,35190026006,0.0121,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136000,0.5,5,115000
35020196001,35020196001,0.0238,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68500,1.2,15,61600
35020196003,35020196003,0.023,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68500,1.2,15,61600
35190028002,35190028002,0.0211,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134000,2.4,0,116000
35211491001,35211491001,0.0336,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134000,2.4,5,114000
35211492005,35211492005,0.0251,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146000,1.2,5,124000
35560224007,35560224007,0.0137,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93000,NA,5,78000
35560224008,35560224008,0.0124,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93000,NA,5,78000
35211492006,35211492006,0.0105,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146000,1.2,5,124000
35211492007,35211492007,0.0174,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146000,1.2,5,124000
35211493001,35211493001,0.0175,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118000,2.4,0,100000
35560226006,35560226006,0.0102,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66000,4,15,61200
35211501001,35211501001,0.0222,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115000,5.6,5,100000
35140137022,35140137022,0.0265,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100000,3,0,87000
35431223008,35431223008,0.1373,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,2.8,15,69500
35431223009,35431223009,0.0271,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,2.8,15,69500
35431223010,35431223010,0.0185,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,2.8,15,69500
35211496001,35211496001,0.0188,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99000,4.6,15,86000
35211496002,35211496002,0.2089,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99000,4.6,15,86000
35211498001,35211498001,0.1674,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79500,11.6,10,73500
35211498003,35211498003,0.0662,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79500,11.6,10,73500
35431210008,35431210008,0.0554,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,NA,5,87000
35190031001,35190031001,0.0638,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108000,1.6,10,93000
35190031003,35190031003,0.0508,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108000,1.6,10,93000
35190032003,35190032003,0.0194,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79000,4,5,72000
35190032006,35190032006,0.0167,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79000,4,5,72000
35190033002,35190033002,0.0424,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,3.6,10,76000
35430605014,35430605014,0.0096,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79500,5.2,5,70500
35190043006,35190043006,0.0821,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92000,3,15,81000
35190043014,35190043014,4.4044,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92000,3,15,81000
35190043015,35190043015,0.0016,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92000,3,15,81000
35431213027,35431213027,0.025,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,4,35,43600
35560227006,35560227006,0.0114,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61600,4,10,54800
35190045004,35190045004,0.0238,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113000,2.6,5,98000
35431219004,35431219004,0.0138,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83000,5,0,73000
35061234001,35061234001,0.02,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101000,2.8,0,91000
35061234002,35061234002,0.0148,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101000,2.8,0,91000
35190045009,35190045009,0.0066,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113000,2.6,5,98000
35211511003,35211511003,0.0168,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144000,6.4,0,120000
35431222008,35431222008,0.0737,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95000,1.6,0,83000
35560229001,35560229001,0.0111,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27800,12,35,27600
35560229002,35560229002,0.0172,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27800,12,35,27600
35560229004,35560229004,0.0119,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27800,12,35,27600
35431223007,35431223007,0.0066,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,2.8,15,69500
35211499001,35211499001,0.0199,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93000,13.6,5,85000
35211488001,35211488001,0.1352,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143000,3.4,0,124000
35211489001,35211489001,0.0172,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81000,7.6,5,72000
35211489003,35211489003,0.0117,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81000,7.6,5,72000
35211489004,35211489004,0.0165,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81000,7.6,5,72000
35211490001,35211490001,0.0103,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99000,4.5,5,86000
35211490002,35211490002,0.0184,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99000,4.5,5,86000
35310224007,35310224007,0.022,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82000,4,10,70000
35310224008,35310224008,0.0231,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82000,4,10,70000
35310225001,35310225001,0.0286,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74500,3.2,10,65000
35202654004,35202654004,0.0197,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58000,11.2,55,50400
35202587008,35202587008,0.0219,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,8.4,5,80000
35310225002,35310225002,0.0317,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74500,3.2,10,65000
35310225003,35310225003,0.0341,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74500,3.2,10,65000
35202600006,35202600006,0.0254,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174000,6.8,0,144000
35310225005,35310225005,0.0356,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74500,3.2,10,65000
35202606002,35202606002,0.0242,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168000,6.4,0,135000
35202606003,35202606003,0.0255,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168000,6.4,0,135000
35140149005,35140149005,0.0175,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59600,2.8,15,56400
35202606005,35202606005,0.0267,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168000,6.4,0,135000
