DBUID,db_name,area_sq_km,pop_total,pop_male,pop_female,pop_density_km2,density_tier,age_median,age_0_14,age_15_64,age_65_plus,pct_0_14,pct_65_plus,dependency_ratio,private_dwellings,occupied_dwellings,occupancy_rate,avg_household_size,apt_5plus,median_household_income,pct_low_income_lico,median_after_tax_income,avg_total_income
35202098060,35202098060,0.0849,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,8,30,74500
35202098061,35202098061,0.5315,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,8,30,74500
35202098062,35202098062,4e-4,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,8,30,74500
35202098063,35202098063,3e-4,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,8,30,74500
35202098064,35202098064,0.0264,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,8,30,74500
35202098065,35202098065,1.1943,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,8,30,74500
35202098066,35202098066,0.0805,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,8,30,74500
35202102002,35202102002,0.0205,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79000,6.4,5,74500
35202100002,35202100002,0.056,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104000,4.5,0,89000
35202100003,35202100003,0.0168,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104000,4.5,0,89000
35202101001,35202101001,0.0345,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118000,5.6,10,100000
35202101003,35202101003,0.0231,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118000,5.6,10,100000
35202101004,35202101004,0.0228,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118000,5.6,10,100000
35202102007,35202102007,0.0168,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79000,6.4,5,74500
35202103001,35202103001,0.0423,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71000,9.2,0,65000
35202103004,35202103004,0.0259,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71000,9.2,0,65000
35202104001,35202104001,0.0437,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66000,12.4,15,60000
35202104002,35202104002,0.0204,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66000,12.4,15,60000
35202104003,35202104003,0.0181,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66000,12.4,15,60000
35202104004,35202104004,0.0109,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66000,12.4,15,60000
35202105002,35202105002,0.0177,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,10.4,5,88000
35202108003,35202108003,0.0342,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96000,6.2,10,84000
35202108005,35202108005,0.0383,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96000,6.2,10,84000
35202108006,35202108006,0.0579,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96000,6.2,10,84000
35202109001,35202109001,0.0173,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101000,8,10,88000
35202109002,35202109002,0.1536,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101000,8,10,88000
35202109003,35202109003,0.0191,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101000,8,10,88000
35202110002,35202110002,0.0582,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,7.8,10,78000
35202110003,35202110003,0.0186,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,7.8,10,78000
35202110004,35202110004,0.02,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89000,7.8,10,78000
35202111004,35202111004,0.1089,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210000,NA,0,168000
35202113001,35202113001,0.0261,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113000,6.6,0,97000
35202113002,35202113002,0.0264,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113000,6.6,0,97000
35202111005,35202111005,0.0018,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210000,NA,0,168000
35202111006,35202111006,0.0254,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210000,NA,0,168000
35202112002,35202112002,0.0676,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98000,8.4,10,84000
35202112003,35202112003,0.0315,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98000,8.4,10,84000
35202112004,35202112004,0.0308,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98000,8.4,10,84000
35202112005,35202112005,0.0316,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98000,8.4,10,84000
35202113005,35202113005,0.1285,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113000,6.6,0,97000
35202114002,35202114002,0.0301,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142000,6.8,0,119000
35202114003,35202114003,0.0299,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142000,6.8,0,119000
35202114004,35202114004,0.0392,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142000,6.8,0,119000
35202115001,35202115001,0.0405,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135000,3.2,0,123000
35202115002,35202115002,0.023,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135000,3.2,0,123000
35202115003,35202115003,0.0081,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135000,3.2,0,123000
35202115005,35202115005,0.0405,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135000,3.2,0,123000
35202115006,35202115006,0.0236,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135000,3.2,0,123000
35202115007,35202115007,0.0027,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135000,3.2,0,123000
35202116001,35202116001,0.0143,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164000,2.8,0,138000
35202116002,35202116002,0.0305,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164000,2.8,0,138000
35202116003,35202116003,0.022,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164000,2.8,0,138000
35202116004,35202116004,0.0264,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164000,2.8,0,138000
35202116005,35202116005,0.035,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164000,2.8,0,138000
35202117001,35202117001,0.1127,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83000,5.6,5,75500
35202117002,35202117002,0.0448,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83000,5.6,5,75500
35202121001,35202121001,0.0315,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116000,4,5,101000
35202118001,35202118001,0.0343,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96000,6,5,87000
35202120001,35202120001,0.0406,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,4,10,73500
35202120002,35202120002,0.0295,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,4,10,73500
35202120004,35202120004,0.0093,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,4,10,73500
35202120005,35202120005,0.0199,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,4,10,73500
35202271003,35202271003,0.0173,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198000,4.5,0,158000
35202121002,35202121002,0.0307,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116000,4,5,101000
35202121004,35202121004,0.0193,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116000,4,5,101000
35202122001,35202122001,0.1454,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202000,3.6,0,166000
35202122002,35202122002,0.0251,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202000,3.6,0,166000
35202123005,35202123005,0.0196,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119000,5.2,0,104000
35202123006,35202123006,0.0173,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119000,5.2,0,104000
35202122003,35202122003,0.0686,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202000,3.6,0,166000
35202122004,35202122004,0.0195,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202000,3.6,0,166000
35202122005,35202122005,0.0154,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202000,3.6,0,166000
35202123001,35202123001,0.0183,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119000,5.2,0,104000
35202123002,35202123002,0.0197,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119000,5.2,0,104000
35202123004,35202123004,0.0192,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119000,5.2,0,104000
35202123009,35202123009,0.0107,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119000,5.2,0,104000
35202124001,35202124001,0.02,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268000,4.4,0,202000
35202124005,35202124005,0.0363,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268000,4.4,0,202000
35202125001,35202125001,0.0275,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99000,3.8,5,85000
35202125002,35202125002,0.0303,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99000,3.8,5,85000
35202125003,35202125003,0.0173,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99000,3.8,5,85000
35202125004,35202125004,0.0143,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99000,3.8,5,85000
35202126001,35202126001,0.0355,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328000,4.4,0,240000
35202126002,35202126002,0.0358,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328000,4.4,0,240000
35202128003,35202128003,0.0191,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196000,4.8,0,155000
35202126003,35202126003,0.0535,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328000,4.4,0,240000
35202126004,35202126004,0.0223,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328000,4.4,0,240000
35202127001,35202127001,0.0173,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157000,5.6,0,132000
35202127002,35202127002,0.0504,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157000,5.6,0,132000
35202127003,35202127003,0.0222,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157000,5.6,0,132000
35202127004,35202127004,0.0121,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157000,5.6,0,132000
35202128001,35202128001,0.0204,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196000,4.8,0,155000
35202128002,35202128002,0.0746,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196000,4.8,0,155000
35202271004,35202271004,0.0213,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198000,4.5,0,158000
35202128004,35202128004,0.0156,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196000,4.8,0,155000
35202128006,35202128006,0.0152,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196000,4.8,0,155000
35202128007,35202128007,0.0127,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196000,4.8,0,155000
35202129001,35202129001,0.0141,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102000,6,5,90000
35202129002,35202129002,0.0154,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102000,6,5,90000
35202129003,35202129003,0.0149,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102000,6,5,90000
35202129004,35202129004,0.0146,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102000,6,5,90000
35202129005,35202129005,0.0157,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102000,6,5,90000
35202130001,35202130001,0.0711,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,4.8,5,72500
35202130002,35202130002,0.0156,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,4.8,5,72500
35202131001,35202131001,0.0413,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64000,8,15,57600
35202131002,35202131002,0.0253,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64000,8,15,57600
35202132001,35202132001,0.0467,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60800,9.7,50,53200
35202132002,35202132002,0.0219,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60800,9.7,50,53200
35202133001,35202133001,0.0192,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109000,6,10,93000
35202133003,35202133003,0.0478,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109000,6,10,93000
35202133004,35202133004,0.0179,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109000,6,10,93000
35202133005,35202133005,0.0189,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109000,6,10,93000
35202134003,35202134003,0.0349,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143000,3.8,5,121000
35202271005,35202271005,0.0258,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198000,4.5,0,158000
35202134001,35202134001,0.0634,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143000,3.8,5,121000
35202134002,35202134002,0.0351,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143000,3.8,5,121000
35202140008,35202140008,0.0913,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81000,8.4,75,70000
35202134004,35202134004,0.0173,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143000,3.8,5,121000
35202134005,35202134005,0.0254,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143000,3.8,5,121000
35202137002,35202137002,0.0954,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59600,15.7,30,54400
35202137003,35202137003,0.0191,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59600,15.7,30,54400
35202149004,35202149004,0.0277,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,5.2,0,94000
35202149005,35202149005,0.014,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,5.2,0,94000
35202135001,35202135001,0.1454,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83000,7.6,5,74000
35202136001,35202136001,0.1525,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39200,19.2,10,38800
35202149006,35202149006,0.0277,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,5.2,0,94000
35202138001,35202138001,0.0381,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96000,4.8,0,88000
35202138002,35202138002,0.0391,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96000,4.8,0,88000
35202138004,35202138004,0.0212,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96000,4.8,0,88000
35202139001,35202139001,0.0406,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83000,9.6,10,75000
35202139003,35202139003,0.0345,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83000,9.6,10,75000
35202140006,35202140006,0.1747,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81000,8.4,75,70000
35202140007,35202140007,0.0159,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81000,8.4,75,70000
35202140014,35202140014,0.0072,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81000,8.4,75,70000
35202140015,35202140015,0.0123,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81000,8.4,75,70000
35202140016,35202140016,0.0333,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81000,8.4,75,70000
35202140017,35202140017,0.1003,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81000,8.4,75,70000
35202141002,35202141002,0.0451,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,8,10,89000
35202150001,35202150001,0.0146,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107000,5.6,0,91000
35202155002,35202155002,0.0245,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,4.8,0,77000
35202141006,35202141006,0.067,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,8,10,89000
35202141007,35202141007,0.0304,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,8,10,89000
35202141008,35202141008,0.0266,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,8,10,89000
35202141010,35202141010,0.1298,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,8,10,89000
35202141011,35202141011,0.3058,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,8,10,89000
35202145001,35202145001,0.0516,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75000,6.2,10,65500
35202147001,35202147001,0.0367,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62000,7.2,25,56000
35202149001,35202149001,0.0163,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,5.2,0,94000
35202149002,35202149002,0.0275,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,5.2,0,94000
35202149003,35202149003,0.0152,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,5.2,0,94000
35202150002,35202150002,0.0499,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107000,5.6,0,91000
35202150003,35202150003,0.0265,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107000,5.6,0,91000
35202151001,35202151001,0.0273,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105000,5.6,5,99000
35202151002,35202151002,0.0272,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105000,5.6,5,99000
35202151004,35202151004,0.0271,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105000,5.6,5,99000
35202152001,35202152001,0.0289,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73000,11.6,75,63600
35202152003,35202152003,0.0155,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73000,11.6,75,63600
35202153004,35202153004,0.0158,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97000,6.8,0,86000
35202152005,35202152005,0.01,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73000,11.6,75,63600
35202152012,35202152012,0.0294,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73000,11.6,75,63600
35202152017,35202152017,0.0181,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73000,11.6,75,63600
35202152018,35202152018,0.1736,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73000,11.6,75,63600
35202152022,35202152022,0.0394,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73000,11.6,75,63600
35202153005,35202153005,0.0158,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97000,6.8,0,86000
35202153006,35202153006,0.0205,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97000,6.8,0,86000
35202153007,35202153007,0.0205,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97000,6.8,0,86000
35202154001,35202154001,0.0882,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76000,4,0,67500
35202155003,35202155003,0.0297,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,4.8,0,77000
35202152023,35202152023,0.2727,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73000,11.6,75,63600
35202153001,35202153001,0.0151,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97000,6.8,0,86000
35202153002,35202153002,0.0205,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97000,6.8,0,86000
35202155004,35202155004,0.0171,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,4.8,0,77000
35202156001,35202156001,0.0414,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157000,4.8,5,130000
35202156003,35202156003,0.0486,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157000,4.8,5,130000
