ElectoralDistrictID,District,Bureau,Poste,Candidat,Partie,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes
31,31-Darlington,909,"0,00",DUVAL Jean,Indépendant,0,56,0,56
31,31-Darlington,909,"0,00",HU Fang,Indépendant,0,56,0,56
31,31-Darlington,909,"0,00",LE ROUGETEL Katy,Indépendant,0,56,0,56
31,31-Darlington,909,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,4,56,0,56
31,31-Darlington,909,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,31,56,0,56
31,31-Darlington,909,"0,00",KACOU Jean-François,Futur Montréal,2,56,0,56
31,31-Darlington,909,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,13,56,0,56
31,31-Darlington,909,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,6,56,0,56
31,31-Darlington,910,"0,00",DUVAL Jean,Indépendant,0,82,2,84
31,31-Darlington,910,"0,00",HU Fang,Indépendant,0,82,2,84
31,31-Darlington,910,"0,00",LE ROUGETEL Katy,Indépendant,0,82,2,84
31,31-Darlington,910,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,5,82,2,84
31,31-Darlington,910,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,65,82,2,84
31,31-Darlington,910,"0,00",KACOU Jean-François,Futur Montréal,0,82,2,84
31,31-Darlington,910,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,12,82,2,84
31,31-Darlington,910,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,0,82,2,84
31,31-Darlington,911,"0,00",DUVAL Jean,Indépendant,0,74,3,77
31,31-Darlington,911,"0,00",HU Fang,Indépendant,0,74,3,77
31,31-Darlington,911,"0,00",LE ROUGETEL Katy,Indépendant,0,74,3,77
31,31-Darlington,911,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,4,74,3,77
31,31-Darlington,911,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,62,74,3,77
31,31-Darlington,911,"0,00",KACOU Jean-François,Futur Montréal,1,74,3,77
31,31-Darlington,911,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,7,74,3,77
31,31-Darlington,911,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,0,74,3,77
31,31-Darlington,912,"0,00",DUVAL Jean,Indépendant,0,62,3,65
31,31-Darlington,912,"0,00",HU Fang,Indépendant,0,62,3,65
31,31-Darlington,912,"0,00",LE ROUGETEL Katy,Indépendant,0,62,3,65
31,31-Darlington,912,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,3,62,3,65
31,31-Darlington,912,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,41,62,3,65
31,31-Darlington,912,"0,00",KACOU Jean-François,Futur Montréal,4,62,3,65
31,31-Darlington,912,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,13,62,3,65
31,31-Darlington,912,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,1,62,3,65
31,31-Darlington,913,"0,00",DUVAL Jean,Indépendant,0,72,2,74
31,31-Darlington,913,"0,00",HU Fang,Indépendant,2,72,2,74
31,31-Darlington,913,"0,00",LE ROUGETEL Katy,Indépendant,1,72,2,74
31,31-Darlington,913,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,2,72,2,74
31,31-Darlington,913,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,55,72,2,74
31,31-Darlington,913,"0,00",KACOU Jean-François,Futur Montréal,4,72,2,74
31,31-Darlington,913,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,4,72,2,74
31,31-Darlington,913,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,4,72,2,74
31,31-Darlington,914,"0,00",DUVAL Jean,Indépendant,1,91,0,91
31,31-Darlington,914,"0,00",HU Fang,Indépendant,0,91,0,91
31,31-Darlington,914,"0,00",LE ROUGETEL Katy,Indépendant,0,91,0,91
31,31-Darlington,914,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,5,91,0,91
31,31-Darlington,914,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,52,91,0,91
31,31-Darlington,914,"0,00",KACOU Jean-François,Futur Montréal,4,91,0,91
31,31-Darlington,914,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,27,91,0,91
31,31-Darlington,914,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,2,91,0,91
32,32-Côte-des-Neiges,001,"0,00",DUVAL Jean,Indépendant,0,82,1,83
32,32-Côte-des-Neiges,001,"0,00",HU Fang,Indépendant,0,82,1,83
32,32-Côte-des-Neiges,001,"0,00",LE ROUGETEL Katy,Indépendant,0,82,1,83
32,32-Côte-des-Neiges,001,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,1,82,1,83
32,32-Côte-des-Neiges,001,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,58,82,1,83
32,32-Côte-des-Neiges,001,"0,00",KACOU Jean-François,Futur Montréal,0,82,1,83
32,32-Côte-des-Neiges,001,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,13,82,1,83
32,32-Côte-des-Neiges,001,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,10,82,1,83
32,32-Côte-des-Neiges,010,"0,00",DUVAL Jean,Indépendant,0,78,0,78
32,32-Côte-des-Neiges,010,"0,00",HU Fang,Indépendant,0,78,0,78
32,32-Côte-des-Neiges,010,"0,00",LE ROUGETEL Katy,Indépendant,0,78,0,78
32,32-Côte-des-Neiges,010,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,15,78,0,78
32,32-Côte-des-Neiges,010,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,17,78,0,78
32,32-Côte-des-Neiges,010,"0,00",KACOU Jean-François,Futur Montréal,4,78,0,78
32,32-Côte-des-Neiges,010,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,36,78,0,78
32,32-Côte-des-Neiges,010,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,6,78,0,78
32,32-Côte-des-Neiges,011,"0,00",DUVAL Jean,Indépendant,1,83,7,90
32,32-Côte-des-Neiges,011,"0,00",HU Fang,Indépendant,0,83,7,90
32,32-Côte-des-Neiges,011,"0,00",LE ROUGETEL Katy,Indépendant,0,83,7,90
32,32-Côte-des-Neiges,011,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,4,83,7,90
32,32-Côte-des-Neiges,011,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,19,83,7,90
32,32-Côte-des-Neiges,011,"0,00",KACOU Jean-François,Futur Montréal,3,83,7,90
32,32-Côte-des-Neiges,011,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,43,83,7,90
32,32-Côte-des-Neiges,011,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,13,83,7,90
32,32-Côte-des-Neiges,012,"0,00",DUVAL Jean,Indépendant,2,87,0,87
32,32-Côte-des-Neiges,012,"0,00",HU Fang,Indépendant,1,87,0,87
32,32-Côte-des-Neiges,012,"0,00",LE ROUGETEL Katy,Indépendant,0,87,0,87
32,32-Côte-des-Neiges,012,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,7,87,0,87
32,32-Côte-des-Neiges,012,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,28,87,0,87
32,32-Côte-des-Neiges,012,"0,00",KACOU Jean-François,Futur Montréal,2,87,0,87
32,32-Côte-des-Neiges,012,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,44,87,0,87
32,32-Côte-des-Neiges,012,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,3,87,0,87
32,32-Côte-des-Neiges,013,"0,00",DUVAL Jean,Indépendant,0,69,0,69
32,32-Côte-des-Neiges,013,"0,00",HU Fang,Indépendant,0,69,0,69
32,32-Côte-des-Neiges,013,"0,00",LE ROUGETEL Katy,Indépendant,0,69,0,69
32,32-Côte-des-Neiges,013,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,12,69,0,69
32,32-Côte-des-Neiges,013,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,14,69,0,69
32,32-Côte-des-Neiges,013,"0,00",KACOU Jean-François,Futur Montréal,3,69,0,69
32,32-Côte-des-Neiges,013,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,26,69,0,69
32,32-Côte-des-Neiges,013,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,14,69,0,69
32,32-Côte-des-Neiges,014,"0,00",DUVAL Jean,Indépendant,0,127,6,133
32,32-Côte-des-Neiges,014,"0,00",HU Fang,Indépendant,1,127,6,133
32,32-Côte-des-Neiges,014,"0,00",LE ROUGETEL Katy,Indépendant,1,127,6,133
32,32-Côte-des-Neiges,014,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,10,127,6,133
32,32-Côte-des-Neiges,014,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,46,127,6,133
32,32-Côte-des-Neiges,014,"0,00",KACOU Jean-François,Futur Montréal,5,127,6,133
32,32-Côte-des-Neiges,014,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,48,127,6,133
32,32-Côte-des-Neiges,014,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,16,127,6,133
32,32-Côte-des-Neiges,015,"0,00",DUVAL Jean,Indépendant,0,109,3,112
32,32-Côte-des-Neiges,015,"0,00",HU Fang,Indépendant,0,109,3,112
32,32-Côte-des-Neiges,015,"0,00",LE ROUGETEL Katy,Indépendant,0,109,3,112
32,32-Côte-des-Neiges,015,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,11,109,3,112
32,32-Côte-des-Neiges,015,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,50,109,3,112
32,32-Côte-des-Neiges,015,"0,00",KACOU Jean-François,Futur Montréal,5,109,3,112
32,32-Côte-des-Neiges,015,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,31,109,3,112
32,32-Côte-des-Neiges,015,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,12,109,3,112
32,32-Côte-des-Neiges,016,"0,00",DUVAL Jean,Indépendant,0,96,3,99
32,32-Côte-des-Neiges,016,"0,00",HU Fang,Indépendant,0,96,3,99
32,32-Côte-des-Neiges,016,"0,00",LE ROUGETEL Katy,Indépendant,0,96,3,99
32,32-Côte-des-Neiges,016,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,5,96,3,99
32,32-Côte-des-Neiges,016,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,55,96,3,99
32,32-Côte-des-Neiges,016,"0,00",KACOU Jean-François,Futur Montréal,2,96,3,99
32,32-Côte-des-Neiges,016,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,26,96,3,99
32,32-Côte-des-Neiges,016,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,8,96,3,99
32,32-Côte-des-Neiges,017,"0,00",DUVAL Jean,Indépendant,0,76,2,78
32,32-Côte-des-Neiges,017,"0,00",HU Fang,Indépendant,1,76,2,78
32,32-Côte-des-Neiges,017,"0,00",LE ROUGETEL Katy,Indépendant,0,76,2,78
32,32-Côte-des-Neiges,017,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,9,76,2,78
32,32-Côte-des-Neiges,017,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,27,76,2,78
32,32-Côte-des-Neiges,017,"0,00",KACOU Jean-François,Futur Montréal,3,76,2,78
32,32-Côte-des-Neiges,017,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,22,76,2,78
32,32-Côte-des-Neiges,017,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,14,76,2,78
32,32-Côte-des-Neiges,018,"0,00",DUVAL Jean,Indépendant,0,91,4,95
32,32-Côte-des-Neiges,018,"0,00",HU Fang,Indépendant,0,91,4,95
32,32-Côte-des-Neiges,018,"0,00",LE ROUGETEL Katy,Indépendant,0,91,4,95
32,32-Côte-des-Neiges,018,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,14,91,4,95
32,32-Côte-des-Neiges,018,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,33,91,4,95
32,32-Côte-des-Neiges,018,"0,00",KACOU Jean-François,Futur Montréal,4,91,4,95
32,32-Côte-des-Neiges,018,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,31,91,4,95
32,32-Côte-des-Neiges,018,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,9,91,4,95
32,32-Côte-des-Neiges,019,"0,00",DUVAL Jean,Indépendant,0,67,0,67
32,32-Côte-des-Neiges,019,"0,00",HU Fang,Indépendant,0,67,0,67
32,32-Côte-des-Neiges,019,"0,00",LE ROUGETEL Katy,Indépendant,0,67,0,67
32,32-Côte-des-Neiges,019,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,9,67,0,67
32,32-Côte-des-Neiges,019,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,27,67,0,67
32,32-Côte-des-Neiges,019,"0,00",KACOU Jean-François,Futur Montréal,2,67,0,67
32,32-Côte-des-Neiges,019,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,23,67,0,67
32,32-Côte-des-Neiges,019,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,6,67,0,67
32,32-Côte-des-Neiges,002,"0,00",DUVAL Jean,Indépendant,0,90,0,90
32,32-Côte-des-Neiges,002,"0,00",HU Fang,Indépendant,0,90,0,90
32,32-Côte-des-Neiges,002,"0,00",LE ROUGETEL Katy,Indépendant,0,90,0,90
32,32-Côte-des-Neiges,002,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,4,90,0,90
32,32-Côte-des-Neiges,002,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,66,90,0,90
32,32-Côte-des-Neiges,002,"0,00",KACOU Jean-François,Futur Montréal,0,90,0,90
32,32-Côte-des-Neiges,002,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,19,90,0,90
32,32-Côte-des-Neiges,002,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,1,90,0,90
32,32-Côte-des-Neiges,020,"0,00",DUVAL Jean,Indépendant,1,53,2,55
32,32-Côte-des-Neiges,020,"0,00",HU Fang,Indépendant,0,53,2,55
32,32-Côte-des-Neiges,020,"0,00",LE ROUGETEL Katy,Indépendant,0,53,2,55
32,32-Côte-des-Neiges,020,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,5,53,2,55
32,32-Côte-des-Neiges,020,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,19,53,2,55
32,32-Côte-des-Neiges,020,"0,00",KACOU Jean-François,Futur Montréal,2,53,2,55
32,32-Côte-des-Neiges,020,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,20,53,2,55
32,32-Côte-des-Neiges,020,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,6,53,2,55
32,32-Côte-des-Neiges,021,"0,00",DUVAL Jean,Indépendant,0,48,0,48
32,32-Côte-des-Neiges,021,"0,00",HU Fang,Indépendant,0,48,0,48
32,32-Côte-des-Neiges,021,"0,00",LE ROUGETEL Katy,Indépendant,0,48,0,48
32,32-Côte-des-Neiges,021,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,2,48,0,48
32,32-Côte-des-Neiges,021,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,21,48,0,48
32,32-Côte-des-Neiges,021,"0,00",KACOU Jean-François,Futur Montréal,1,48,0,48
32,32-Côte-des-Neiges,021,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,22,48,0,48
32,32-Côte-des-Neiges,021,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,2,48,0,48
32,32-Côte-des-Neiges,022,"0,00",DUVAL Jean,Indépendant,0,82,1,83
32,32-Côte-des-Neiges,022,"0,00",HU Fang,Indépendant,0,82,1,83
32,32-Côte-des-Neiges,022,"0,00",LE ROUGETEL Katy,Indépendant,0,82,1,83
32,32-Côte-des-Neiges,022,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,6,82,1,83
32,32-Côte-des-Neiges,022,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,35,82,1,83
32,32-Côte-des-Neiges,022,"0,00",KACOU Jean-François,Futur Montréal,2,82,1,83
32,32-Côte-des-Neiges,022,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,30,82,1,83
32,32-Côte-des-Neiges,022,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,9,82,1,83
32,32-Côte-des-Neiges,023,"0,00",DUVAL Jean,Indépendant,0,94,1,95
32,32-Côte-des-Neiges,023,"0,00",HU Fang,Indépendant,1,94,1,95
32,32-Côte-des-Neiges,023,"0,00",LE ROUGETEL Katy,Indépendant,0,94,1,95
32,32-Côte-des-Neiges,023,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,4,94,1,95
32,32-Côte-des-Neiges,023,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,42,94,1,95
32,32-Côte-des-Neiges,023,"0,00",KACOU Jean-François,Futur Montréal,3,94,1,95
32,32-Côte-des-Neiges,023,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,31,94,1,95
32,32-Côte-des-Neiges,023,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,13,94,1,95
32,32-Côte-des-Neiges,024,"0,00",DUVAL Jean,Indépendant,0,77,4,81
32,32-Côte-des-Neiges,024,"0,00",HU Fang,Indépendant,0,77,4,81
32,32-Côte-des-Neiges,024,"0,00",LE ROUGETEL Katy,Indépendant,1,77,4,81
32,32-Côte-des-Neiges,024,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,11,77,4,81
32,32-Côte-des-Neiges,024,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,27,77,4,81
32,32-Côte-des-Neiges,024,"0,00",KACOU Jean-François,Futur Montréal,4,77,4,81
32,32-Côte-des-Neiges,024,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,31,77,4,81
32,32-Côte-des-Neiges,024,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,3,77,4,81
32,32-Côte-des-Neiges,025,"0,00",DUVAL Jean,Indépendant,0,47,2,49
32,32-Côte-des-Neiges,025,"0,00",HU Fang,Indépendant,0,47,2,49
32,32-Côte-des-Neiges,025,"0,00",LE ROUGETEL Katy,Indépendant,0,47,2,49
32,32-Côte-des-Neiges,025,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,6,47,2,49
32,32-Côte-des-Neiges,025,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,11,47,2,49
32,32-Côte-des-Neiges,025,"0,00",KACOU Jean-François,Futur Montréal,1,47,2,49
32,32-Côte-des-Neiges,025,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,25,47,2,49
32,32-Côte-des-Neiges,025,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,4,47,2,49
32,32-Côte-des-Neiges,026,"0,00",DUVAL Jean,Indépendant,1,95,3,98
32,32-Côte-des-Neiges,026,"0,00",HU Fang,Indépendant,0,95,3,98
32,32-Côte-des-Neiges,026,"0,00",LE ROUGETEL Katy,Indépendant,1,95,3,98
32,32-Côte-des-Neiges,026,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,3,95,3,98
32,32-Côte-des-Neiges,026,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,21,95,3,98
32,32-Côte-des-Neiges,026,"0,00",KACOU Jean-François,Futur Montréal,4,95,3,98
32,32-Côte-des-Neiges,026,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,59,95,3,98
32,32-Côte-des-Neiges,026,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,6,95,3,98
32,32-Côte-des-Neiges,027,"0,00",DUVAL Jean,Indépendant,1,147,2,149
32,32-Côte-des-Neiges,027,"0,00",HU Fang,Indépendant,0,147,2,149
32,32-Côte-des-Neiges,027,"0,00",LE ROUGETEL Katy,Indépendant,0,147,2,149
32,32-Côte-des-Neiges,027,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,10,147,2,149
32,32-Côte-des-Neiges,027,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,49,147,2,149
32,32-Côte-des-Neiges,027,"0,00",KACOU Jean-François,Futur Montréal,8,147,2,149
32,32-Côte-des-Neiges,027,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,72,147,2,149
32,32-Côte-des-Neiges,027,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,7,147,2,149
32,32-Côte-des-Neiges,028,"0,00",DUVAL Jean,Indépendant,0,92,0,92
32,32-Côte-des-Neiges,028,"0,00",HU Fang,Indépendant,2,92,0,92
32,32-Côte-des-Neiges,028,"0,00",LE ROUGETEL Katy,Indépendant,0,92,0,92
32,32-Côte-des-Neiges,028,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,5,92,0,92
32,32-Côte-des-Neiges,028,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,26,92,0,92
32,32-Côte-des-Neiges,028,"0,00",KACOU Jean-François,Futur Montréal,1,92,0,92
32,32-Côte-des-Neiges,028,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,50,92,0,92
32,32-Côte-des-Neiges,028,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,8,92,0,92
32,32-Côte-des-Neiges,029,"0,00",DUVAL Jean,Indépendant,0,52,0,52
32,32-Côte-des-Neiges,029,"0,00",HU Fang,Indépendant,0,52,0,52
32,32-Côte-des-Neiges,029,"0,00",LE ROUGETEL Katy,Indépendant,0,52,0,52
32,32-Côte-des-Neiges,029,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,1,52,0,52
32,32-Côte-des-Neiges,029,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,26,52,0,52
32,32-Côte-des-Neiges,029,"0,00",KACOU Jean-François,Futur Montréal,2,52,0,52
32,32-Côte-des-Neiges,029,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,18,52,0,52
32,32-Côte-des-Neiges,029,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,5,52,0,52
32,32-Côte-des-Neiges,003,"0,00",DUVAL Jean,Indépendant,0,116,1,117
32,32-Côte-des-Neiges,003,"0,00",HU Fang,Indépendant,0,116,1,117
32,32-Côte-des-Neiges,003,"0,00",LE ROUGETEL Katy,Indépendant,0,116,1,117
32,32-Côte-des-Neiges,003,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,2,116,1,117
32,32-Côte-des-Neiges,003,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,76,116,1,117
32,32-Côte-des-Neiges,003,"0,00",KACOU Jean-François,Futur Montréal,2,116,1,117
32,32-Côte-des-Neiges,003,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,35,116,1,117
32,32-Côte-des-Neiges,003,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,1,116,1,117
32,32-Côte-des-Neiges,030,"0,00",DUVAL Jean,Indépendant,0,47,1,48
32,32-Côte-des-Neiges,030,"0,00",HU Fang,Indépendant,0,47,1,48
32,32-Côte-des-Neiges,030,"0,00",LE ROUGETEL Katy,Indépendant,0,47,1,48
32,32-Côte-des-Neiges,030,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,6,47,1,48
32,32-Côte-des-Neiges,030,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,19,47,1,48
32,32-Côte-des-Neiges,030,"0,00",KACOU Jean-François,Futur Montréal,5,47,1,48
32,32-Côte-des-Neiges,030,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,9,47,1,48
32,32-Côte-des-Neiges,030,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,8,47,1,48
32,32-Côte-des-Neiges,301,"0,00",DUVAL Jean,Indépendant,0,9,0,9
32,32-Côte-des-Neiges,301,"0,00",HU Fang,Indépendant,0,9,0,9
32,32-Côte-des-Neiges,301,"0,00",LE ROUGETEL Katy,Indépendant,0,9,0,9
32,32-Côte-des-Neiges,301,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,1,9,0,9
32,32-Côte-des-Neiges,301,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,4,9,0,9
32,32-Côte-des-Neiges,301,"0,00",KACOU Jean-François,Futur Montréal,1,9,0,9
32,32-Côte-des-Neiges,301,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,0,9,0,9
32,32-Côte-des-Neiges,301,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,3,9,0,9
32,32-Côte-des-Neiges,031,"0,00",DUVAL Jean,Indépendant,0,66,0,66
32,32-Côte-des-Neiges,031,"0,00",HU Fang,Indépendant,0,66,0,66
32,32-Côte-des-Neiges,031,"0,00",LE ROUGETEL Katy,Indépendant,0,66,0,66
32,32-Côte-des-Neiges,031,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,4,66,0,66
32,32-Côte-des-Neiges,031,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,23,66,0,66
32,32-Côte-des-Neiges,031,"0,00",KACOU Jean-François,Futur Montréal,4,66,0,66
32,32-Côte-des-Neiges,031,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,25,66,0,66
32,32-Côte-des-Neiges,031,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,10,66,0,66
32,32-Côte-des-Neiges,032,"0,00",DUVAL Jean,Indépendant,0,88,3,91
32,32-Côte-des-Neiges,032,"0,00",HU Fang,Indépendant,0,88,3,91
32,32-Côte-des-Neiges,032,"0,00",LE ROUGETEL Katy,Indépendant,0,88,3,91
