ElectoralDistrictID,District,Bureau,Poste,Candidat,Partie,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes
193,193-Villeray,014,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,11,208,2,210
193,193-Villeray,014,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,32,208,2,210
193,193-Villeray,014,"0,00",KACOU Jean-François,Futur Montréal,2,208,2,210
193,193-Villeray,014,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,146,208,2,210
193,193-Villeray,014,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,16,208,2,210
193,193-Villeray,015,"0,00",DUVAL Jean,Indépendant,1,207,0,207
193,193-Villeray,015,"0,00",HU Fang,Indépendant,0,207,0,207
193,193-Villeray,015,"0,00",LE ROUGETEL Katy,Indépendant,0,207,0,207
193,193-Villeray,015,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,19,207,0,207
193,193-Villeray,015,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,44,207,0,207
193,193-Villeray,015,"0,00",KACOU Jean-François,Futur Montréal,2,207,0,207
193,193-Villeray,015,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,127,207,0,207
193,193-Villeray,015,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,14,207,0,207
193,193-Villeray,016,"0,00",DUVAL Jean,Indépendant,0,155,2,157
193,193-Villeray,016,"0,00",HU Fang,Indépendant,0,155,2,157
193,193-Villeray,016,"0,00",LE ROUGETEL Katy,Indépendant,1,155,2,157
193,193-Villeray,016,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,17,155,2,157
193,193-Villeray,016,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,46,155,2,157
193,193-Villeray,016,"0,00",KACOU Jean-François,Futur Montréal,6,155,2,157
193,193-Villeray,016,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,71,155,2,157
193,193-Villeray,016,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,14,155,2,157
193,193-Villeray,017,"0,00",DUVAL Jean,Indépendant,1,166,3,169
193,193-Villeray,017,"0,00",HU Fang,Indépendant,0,166,3,169
193,193-Villeray,017,"0,00",LE ROUGETEL Katy,Indépendant,0,166,3,169
193,193-Villeray,017,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,18,166,3,169
193,193-Villeray,017,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,45,166,3,169
193,193-Villeray,017,"0,00",KACOU Jean-François,Futur Montréal,3,166,3,169
193,193-Villeray,017,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,86,166,3,169
193,193-Villeray,017,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,13,166,3,169
193,193-Villeray,018,"0,00",DUVAL Jean,Indépendant,1,183,1,184
193,193-Villeray,018,"0,00",HU Fang,Indépendant,0,183,1,184
193,193-Villeray,018,"0,00",LE ROUGETEL Katy,Indépendant,0,183,1,184
193,193-Villeray,018,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,12,183,1,184
193,193-Villeray,018,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,35,183,1,184
193,193-Villeray,018,"0,00",KACOU Jean-François,Futur Montréal,2,183,1,184
193,193-Villeray,018,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,116,183,1,184
193,193-Villeray,018,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,17,183,1,184
193,193-Villeray,019,"0,00",DUVAL Jean,Indépendant,0,169,4,173
193,193-Villeray,019,"0,00",HU Fang,Indépendant,0,169,4,173
193,193-Villeray,019,"0,00",LE ROUGETEL Katy,Indépendant,0,169,4,173
193,193-Villeray,019,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,19,169,4,173
193,193-Villeray,019,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,47,169,4,173
193,193-Villeray,019,"0,00",KACOU Jean-François,Futur Montréal,4,169,4,173
193,193-Villeray,019,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,85,169,4,173
193,193-Villeray,019,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,14,169,4,173
193,193-Villeray,002,"0,00",DUVAL Jean,Indépendant,0,212,3,215
193,193-Villeray,002,"0,00",HU Fang,Indépendant,0,212,3,215
193,193-Villeray,002,"0,00",LE ROUGETEL Katy,Indépendant,0,212,3,215
193,193-Villeray,002,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,25,212,3,215
193,193-Villeray,002,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,34,212,3,215
193,193-Villeray,002,"0,00",KACOU Jean-François,Futur Montréal,2,212,3,215
193,193-Villeray,002,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,129,212,3,215
193,193-Villeray,002,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,22,212,3,215
193,193-Villeray,020,"0,00",DUVAL Jean,Indépendant,0,147,1,148
193,193-Villeray,020,"0,00",HU Fang,Indépendant,0,147,1,148
193,193-Villeray,020,"0,00",LE ROUGETEL Katy,Indépendant,0,147,1,148
193,193-Villeray,020,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,5,147,1,148
193,193-Villeray,020,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,31,147,1,148
193,193-Villeray,020,"0,00",KACOU Jean-François,Futur Montréal,4,147,1,148
193,193-Villeray,020,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,93,147,1,148
193,193-Villeray,020,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,14,147,1,148
193,193-Villeray,021,"0,00",DUVAL Jean,Indépendant,0,205,4,209
193,193-Villeray,021,"0,00",HU Fang,Indépendant,0,205,4,209
193,193-Villeray,021,"0,00",LE ROUGETEL Katy,Indépendant,0,205,4,209
193,193-Villeray,021,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,16,205,4,209
193,193-Villeray,021,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,45,205,4,209
193,193-Villeray,021,"0,00",KACOU Jean-François,Futur Montréal,3,205,4,209
193,193-Villeray,021,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,129,205,4,209
193,193-Villeray,021,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,12,205,4,209
193,193-Villeray,022,"0,00",DUVAL Jean,Indépendant,0,161,1,162
193,193-Villeray,022,"0,00",HU Fang,Indépendant,0,161,1,162
193,193-Villeray,022,"0,00",LE ROUGETEL Katy,Indépendant,0,161,1,162
193,193-Villeray,022,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,10,161,1,162
193,193-Villeray,022,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,20,161,1,162
193,193-Villeray,022,"0,00",KACOU Jean-François,Futur Montréal,2,161,1,162
193,193-Villeray,022,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,120,161,1,162
193,193-Villeray,022,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,9,161,1,162
193,193-Villeray,023,"0,00",DUVAL Jean,Indépendant,0,186,0,186
193,193-Villeray,023,"0,00",HU Fang,Indépendant,0,186,0,186
193,193-Villeray,023,"0,00",LE ROUGETEL Katy,Indépendant,0,186,0,186
193,193-Villeray,023,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,7,186,0,186
193,193-Villeray,023,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,34,186,0,186
193,193-Villeray,023,"0,00",KACOU Jean-François,Futur Montréal,2,186,0,186
193,193-Villeray,023,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,127,186,0,186
193,193-Villeray,023,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,16,186,0,186
193,193-Villeray,024,"0,00",DUVAL Jean,Indépendant,0,166,4,170
193,193-Villeray,024,"0,00",HU Fang,Indépendant,2,166,4,170
193,193-Villeray,024,"0,00",LE ROUGETEL Katy,Indépendant,0,166,4,170
193,193-Villeray,024,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,17,166,4,170
193,193-Villeray,024,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,39,166,4,170
193,193-Villeray,024,"0,00",KACOU Jean-François,Futur Montréal,7,166,4,170
193,193-Villeray,024,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,95,166,4,170
193,193-Villeray,024,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,6,166,4,170
193,193-Villeray,025,"0,00",DUVAL Jean,Indépendant,1,190,3,193
193,193-Villeray,025,"0,00",HU Fang,Indépendant,0,190,3,193
193,193-Villeray,025,"0,00",LE ROUGETEL Katy,Indépendant,0,190,3,193
193,193-Villeray,025,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,13,190,3,193
193,193-Villeray,025,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,42,190,3,193
193,193-Villeray,025,"0,00",KACOU Jean-François,Futur Montréal,4,190,3,193
193,193-Villeray,025,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,112,190,3,193
193,193-Villeray,025,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,18,190,3,193
193,193-Villeray,026,"0,00",DUVAL Jean,Indépendant,2,184,3,187
193,193-Villeray,026,"0,00",HU Fang,Indépendant,4,184,3,187
193,193-Villeray,026,"0,00",LE ROUGETEL Katy,Indépendant,2,184,3,187
193,193-Villeray,026,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,12,184,3,187
193,193-Villeray,026,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,33,184,3,187
193,193-Villeray,026,"0,00",KACOU Jean-François,Futur Montréal,4,184,3,187
193,193-Villeray,026,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,115,184,3,187
193,193-Villeray,026,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,12,184,3,187
193,193-Villeray,027,"0,00",DUVAL Jean,Indépendant,0,182,1,183
193,193-Villeray,027,"0,00",HU Fang,Indépendant,0,182,1,183
193,193-Villeray,027,"0,00",LE ROUGETEL Katy,Indépendant,0,182,1,183
193,193-Villeray,027,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,9,182,1,183
193,193-Villeray,027,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,35,182,1,183
193,193-Villeray,027,"0,00",KACOU Jean-François,Futur Montréal,5,182,1,183
193,193-Villeray,027,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,118,182,1,183
193,193-Villeray,027,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,15,182,1,183
193,193-Villeray,028,"0,00",DUVAL Jean,Indépendant,2,130,2,132
193,193-Villeray,028,"0,00",HU Fang,Indépendant,0,130,2,132
193,193-Villeray,028,"0,00",LE ROUGETEL Katy,Indépendant,0,130,2,132
193,193-Villeray,028,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,12,130,2,132
193,193-Villeray,028,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,35,130,2,132
193,193-Villeray,028,"0,00",KACOU Jean-François,Futur Montréal,3,130,2,132
193,193-Villeray,028,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,66,130,2,132
193,193-Villeray,028,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,12,130,2,132
193,193-Villeray,029,"0,00",DUVAL Jean,Indépendant,0,145,2,147
193,193-Villeray,029,"0,00",HU Fang,Indépendant,0,145,2,147
193,193-Villeray,029,"0,00",LE ROUGETEL Katy,Indépendant,0,145,2,147
193,193-Villeray,029,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,8,145,2,147
193,193-Villeray,029,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,24,145,2,147
193,193-Villeray,029,"0,00",KACOU Jean-François,Futur Montréal,2,145,2,147
193,193-Villeray,029,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,94,145,2,147
193,193-Villeray,029,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,17,145,2,147
193,193-Villeray,003,"0,00",DUVAL Jean,Indépendant,1,214,2,216
193,193-Villeray,003,"0,00",HU Fang,Indépendant,0,214,2,216
193,193-Villeray,003,"0,00",LE ROUGETEL Katy,Indépendant,0,214,2,216
193,193-Villeray,003,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,26,214,2,216
193,193-Villeray,003,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,45,214,2,216
193,193-Villeray,003,"0,00",KACOU Jean-François,Futur Montréal,2,214,2,216
193,193-Villeray,003,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,120,214,2,216
193,193-Villeray,003,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,20,214,2,216
193,193-Villeray,030,"0,00",DUVAL Jean,Indépendant,2,125,2,127
193,193-Villeray,030,"0,00",HU Fang,Indépendant,0,125,2,127
193,193-Villeray,030,"0,00",LE ROUGETEL Katy,Indépendant,0,125,2,127
193,193-Villeray,030,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,13,125,2,127
193,193-Villeray,030,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,23,125,2,127
193,193-Villeray,030,"0,00",KACOU Jean-François,Futur Montréal,1,125,2,127
193,193-Villeray,030,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,73,125,2,127
193,193-Villeray,030,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,13,125,2,127
193,193-Villeray,301,"0,00",DUVAL Jean,Indépendant,0,10,1,11
193,193-Villeray,301,"0,00",HU Fang,Indépendant,0,10,1,11
193,193-Villeray,301,"0,00",LE ROUGETEL Katy,Indépendant,0,10,1,11
193,193-Villeray,301,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,4,10,1,11
193,193-Villeray,301,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,4,10,1,11
193,193-Villeray,301,"0,00",KACOU Jean-François,Futur Montréal,0,10,1,11
193,193-Villeray,301,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,0,10,1,11
193,193-Villeray,301,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,2,10,1,11
193,193-Villeray,031,"0,00",DUVAL Jean,Indépendant,0,132,7,139
193,193-Villeray,031,"0,00",HU Fang,Indépendant,0,132,7,139
193,193-Villeray,031,"0,00",LE ROUGETEL Katy,Indépendant,3,132,7,139
193,193-Villeray,031,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,15,132,7,139
193,193-Villeray,031,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,23,132,7,139
193,193-Villeray,031,"0,00",KACOU Jean-François,Futur Montréal,2,132,7,139
193,193-Villeray,031,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,73,132,7,139
193,193-Villeray,031,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,16,132,7,139
193,193-Villeray,032,"0,00",DUVAL Jean,Indépendant,0,215,2,217
193,193-Villeray,032,"0,00",HU Fang,Indépendant,1,215,2,217
193,193-Villeray,032,"0,00",LE ROUGETEL Katy,Indépendant,0,215,2,217
193,193-Villeray,032,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,10,215,2,217
193,193-Villeray,032,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,48,215,2,217
193,193-Villeray,032,"0,00",KACOU Jean-François,Futur Montréal,2,215,2,217
193,193-Villeray,032,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,139,215,2,217
193,193-Villeray,032,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,15,215,2,217
193,193-Villeray,033,"0,00",DUVAL Jean,Indépendant,0,193,0,193
193,193-Villeray,033,"0,00",HU Fang,Indépendant,0,193,0,193
193,193-Villeray,033,"0,00",LE ROUGETEL Katy,Indépendant,0,193,0,193
193,193-Villeray,033,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,10,193,0,193
193,193-Villeray,033,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,43,193,0,193
193,193-Villeray,033,"0,00",KACOU Jean-François,Futur Montréal,1,193,0,193
193,193-Villeray,033,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,121,193,0,193
193,193-Villeray,033,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,18,193,0,193
193,193-Villeray,034,"0,00",DUVAL Jean,Indépendant,0,204,3,207
193,193-Villeray,034,"0,00",HU Fang,Indépendant,0,204,3,207
193,193-Villeray,034,"0,00",LE ROUGETEL Katy,Indépendant,0,204,3,207
193,193-Villeray,034,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,7,204,3,207
193,193-Villeray,034,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,55,204,3,207
193,193-Villeray,034,"0,00",KACOU Jean-François,Futur Montréal,2,204,3,207
193,193-Villeray,034,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,119,204,3,207
193,193-Villeray,034,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,21,204,3,207
193,193-Villeray,035,"0,00",DUVAL Jean,Indépendant,0,182,1,183
193,193-Villeray,035,"0,00",HU Fang,Indépendant,0,182,1,183
193,193-Villeray,035,"0,00",LE ROUGETEL Katy,Indépendant,0,182,1,183
193,193-Villeray,035,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,5,182,1,183
193,193-Villeray,035,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,23,182,1,183
193,193-Villeray,035,"0,00",KACOU Jean-François,Futur Montréal,3,182,1,183
193,193-Villeray,035,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,133,182,1,183
193,193-Villeray,035,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,18,182,1,183
193,193-Villeray,036,"0,00",DUVAL Jean,Indépendant,0,183,2,185
193,193-Villeray,036,"0,00",HU Fang,Indépendant,0,183,2,185
193,193-Villeray,036,"0,00",LE ROUGETEL Katy,Indépendant,0,183,2,185
193,193-Villeray,036,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,5,183,2,185
193,193-Villeray,036,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,28,183,2,185
193,193-Villeray,036,"0,00",KACOU Jean-François,Futur Montréal,1,183,2,185
193,193-Villeray,036,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,126,183,2,185
193,193-Villeray,036,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,23,183,2,185
193,193-Villeray,037,"0,00",DUVAL Jean,Indépendant,1,190,2,192
193,193-Villeray,037,"0,00",HU Fang,Indépendant,0,190,2,192
193,193-Villeray,037,"0,00",LE ROUGETEL Katy,Indépendant,0,190,2,192
193,193-Villeray,037,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,9,190,2,192
193,193-Villeray,037,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,30,190,2,192
193,193-Villeray,037,"0,00",KACOU Jean-François,Futur Montréal,0,190,2,192
193,193-Villeray,037,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,129,190,2,192
193,193-Villeray,037,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,21,190,2,192
193,193-Villeray,038,"0,00",DUVAL Jean,Indépendant,0,201,2,203
193,193-Villeray,038,"0,00",HU Fang,Indépendant,1,201,2,203
193,193-Villeray,038,"0,00",LE ROUGETEL Katy,Indépendant,0,201,2,203
193,193-Villeray,038,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,17,201,2,203
193,193-Villeray,038,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,43,201,2,203
193,193-Villeray,038,"0,00",KACOU Jean-François,Futur Montréal,2,201,2,203
193,193-Villeray,038,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,121,201,2,203
193,193-Villeray,038,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,17,201,2,203
193,193-Villeray,039,"0,00",DUVAL Jean,Indépendant,1,191,3,194
193,193-Villeray,039,"0,00",HU Fang,Indépendant,0,191,3,194
193,193-Villeray,039,"0,00",LE ROUGETEL Katy,Indépendant,0,191,3,194
193,193-Villeray,039,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,3,191,3,194
193,193-Villeray,039,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,21,191,3,194
193,193-Villeray,039,"0,00",KACOU Jean-François,Futur Montréal,1,191,3,194
193,193-Villeray,039,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,152,191,3,194
193,193-Villeray,039,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,13,191,3,194
193,193-Villeray,004,"0,00",DUVAL Jean,Indépendant,0,130,2,132
193,193-Villeray,004,"0,00",HU Fang,Indépendant,0,130,2,132
193,193-Villeray,004,"0,00",LE ROUGETEL Katy,Indépendant,0,130,2,132
193,193-Villeray,004,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,31,130,2,132
193,193-Villeray,004,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,29,130,2,132
193,193-Villeray,004,"0,00",KACOU Jean-François,Futur Montréal,3,130,2,132
193,193-Villeray,004,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,56,130,2,132
193,193-Villeray,004,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,11,130,2,132
193,193-Villeray,040,"0,00",DUVAL Jean,Indépendant,0,146,2,148
193,193-Villeray,040,"0,00",HU Fang,Indépendant,0,146,2,148
193,193-Villeray,040,"0,00",LE ROUGETEL Katy,Indépendant,1,146,2,148
193,193-Villeray,040,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,15,146,2,148
193,193-Villeray,040,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,23,146,2,148
193,193-Villeray,040,"0,00",KACOU Jean-François,Futur Montréal,2,146,2,148
193,193-Villeray,040,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,93,146,2,148
193,193-Villeray,040,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,12,146,2,148
193,193-Villeray,041,"0,00",DUVAL Jean,Indépendant,0,187,2,189
193,193-Villeray,041,"0,00",HU Fang,Indépendant,0,187,2,189
193,193-Villeray,041,"0,00",LE ROUGETEL Katy,Indépendant,2,187,2,189
193,193-Villeray,041,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,13,187,2,189
193,193-Villeray,041,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,21,187,2,189
193,193-Villeray,041,"0,00",KACOU Jean-François,Futur Montréal,0,187,2,189
193,193-Villeray,041,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,126,187,2,189
193,193-Villeray,041,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,25,187,2,189
193,193-Villeray,042,"0,00",DUVAL Jean,Indépendant,2,227,3,230
193,193-Villeray,042,"0,00",HU Fang,Indépendant,0,227,3,230
193,193-Villeray,042,"0,00",LE ROUGETEL Katy,Indépendant,1,227,3,230
193,193-Villeray,042,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,11,227,3,230
193,193-Villeray,042,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,39,227,3,230
193,193-Villeray,042,"0,00",KACOU Jean-François,Futur Montréal,1,227,3,230
193,193-Villeray,042,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,149,227,3,230
193,193-Villeray,042,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,24,227,3,230
193,193-Villeray,043,"0,00",DUVAL Jean,Indépendant,0,187,2,189
193,193-Villeray,043,"0,00",HU Fang,Indépendant,0,187,2,189
193,193-Villeray,043,"0,00",LE ROUGETEL Katy,Indépendant,1,187,2,189
193,193-Villeray,043,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,5,187,2,189
193,193-Villeray,043,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,55,187,2,189
193,193-Villeray,043,"0,00",KACOU Jean-François,Futur Montréal,3,187,2,189
193,193-Villeray,043,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,111,187,2,189
193,193-Villeray,043,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,12,187,2,189
193,193-Villeray,044,"0,00",DUVAL Jean,Indépendant,0,191,2,193
193,193-Villeray,044,"0,00",HU Fang,Indépendant,0,191,2,193
193,193-Villeray,044,"0,00",LE ROUGETEL Katy,Indépendant,0,191,2,193
193,193-Villeray,044,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,11,191,2,193
193,193-Villeray,044,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,38,191,2,193
193,193-Villeray,044,"0,00",KACOU Jean-François,Futur Montréal,3,191,2,193
193,193-Villeray,044,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,131,191,2,193
193,193-Villeray,044,"0,00",SAUVÉ Craig,Transition Montréal - Équipe Craig Sauvé,8,191,2,193
193,193-Villeray,045,"0,00",DUVAL Jean,Indépendant,0,206,0,206
193,193-Villeray,045,"0,00",HU Fang,Indépendant,0,206,0,206
193,193-Villeray,045,"0,00",LE ROUGETEL Katy,Indépendant,0,206,0,206
193,193-Villeray,045,"0,00",THIBODEAU Gilbert,Action Montréal - Équipe Gilbert Thibodeau,13,206,0,206
193,193-Villeray,045,"0,00",MARTINEZ FERRADA Soraya,Ensemble Montréal - Équipe Soraya,37,206,0,206
193,193-Villeray,045,"0,00",KACOU Jean-François,Futur Montréal,3,206,0,206
193,193-Villeray,045,"0,00",RABOUIN Luc,Projet Montréal - Équipe Luc Rabouin,138,206,0,206
